"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"WHIRLPOOL","1699.50","53879.00","166573.34","-2.19","-3.41","-3.65","16.29","-24.36","1721.29","1723.17","1757.99","1749.01","1776.84","1758.87","1784.98","1756.52","1761.94","1741.90","1672.05","1718.25","1696.88","1764.62","1856.62","1697.06","1776.84","-13.68","-1.29","-12.38","20.95","22.07","20.87","38.02","25.59","29.45","-112.76","1821.90","49.40","51.68","-88.74","","9.95","29.86","-64.45","","2022-09-21"
"WINDMACHIN","37.75","270186.00","93475.20","0.80","6.04","14.05","21.19","28.62","37.77","37.43","36.82","36.83","36.49","36.43","35.50","35.88","35.14","35.62","34.79","35.73","37.89","35.51","39.19","33.79","36.49","0.74","0.64","0.10","27.56","31.93","9.84","57.95","50.69","53.28","87.55","34.85","3.30","2.03","-47.27","","25.74","50.13","4.65","","2022-09-21"
"WIPL","77.00","723.00","3365.72","0.13","6.13","45.42","40.00","23.60","75.28","74.79","68.05","69.35","63.37","66.08","59.21","62.37","57.91","60.23","55.83","58.20","56.74","57.18","80.60","46.15","63.37","5.77","4.19","1.58","45.94","36.35","4.92","85.11","70.79","70.73","88.07","71.52","3.50","3.32","-7.37","","45.15","32.04","24.05","","2022-09-21"
"WIPRO","400.75","9645056.00","7241556.70","-1.02","-3.74","-4.58","-1.10","-39.76","404.86","405.05","410.20","409.61","410.86","412.00","419.99","415.75","416.89","421.18","429.05","440.94","520.84","485.94","424.16","397.56","410.86","-4.44","-3.45","-0.98","19.97","19.77","37.07","38.44","16.73","17.13","-90.27","423.25","6.40","8.61","-87.07","","4.92","12.66","-19.25","","2022-09-21"
"WIPRO-1M","401.15","10940000.00","12403940.00","-0.96","-4.00","-4.41","-1.35","-39.88","405.56","405.69","411.53","410.66","412.21","413.15","421.26","416.95","418.08","422.37","430.09","442.07","521.86","487.00","425.85","398.58","412.21","-4.60","-3.45","-1.15","20.14","18.79","36.83","38.05","17.52","17.61","-100.68","424.40","6.10","9.01","-86.14","","1.29","8.70","-18.50","","2022-09-21"
"WOCKPHARMA","253.95","557517.00","1288853.06","-2.03","-7.92","-2.25","10.87","-42.31","259.48","259.11","263.92","259.74","256.51","256.68","249.45","250.78","238.75","247.67","239.48","253.44","302.41","296.21","284.12","228.91","256.51","6.18","7.98","-1.80","25.35","23.60","21.33","50.30","4.64","7.65","-41.39","249.59","9.85","12.36","-58.97","","0.00","4.96","-5.85","","2022-09-21"
"WONDERLA","391.75","891306.00","466625.62","-11.85","7.53","15.24","80.91","72.39","405.57","403.71","379.04","385.36","372.94","372.37","348.41","348.84","310.64","327.84","273.00","296.45","244.28","261.31","422.19","323.68","372.94","25.52","23.79","1.73","55.12","34.06","17.14","57.74","50.18","76.04","96.80","366.55","57.55","26.63","-59.64","","0.00","66.67","51.80","","2022-09-21"
"WORTH","129.20","69839.00","58562.28","2.30","18.26","30.51","35.50","46.90","127.26","125.07","113.32","116.71","109.04","112.82","105.86","108.83","104.48","106.74","102.54","104.97","104.53","101.25","130.77","87.32","109.04","6.76","3.94","2.82","34.24","44.58","5.02","75.91","46.20","52.62","104.67","111.45","10.55","7.74","-41.53","","25.24","60.41","30.20","","2022-09-21"
"WSTCSTPAPR","542.35","239012.00","528503.94","-3.41","-6.11","-5.72","76.78","128.31","559.20","557.76","574.34","569.55","590.70","566.97","564.87","544.76","504.47","515.65","428.46","461.10","345.95","380.22","645.22","536.17","590.70","10.12","22.17","-12.05","36.50","20.62","24.99","44.98","20.54","35.69","-130.07","584.42","26.35","24.97","-95.51","","0.00","7.02","-32.90","","2022-09-21"
"XCHANGING","79.20","205548.00","411460.16","-2.82","-8.81","9.85","29.41","-29.06","81.57","81.24","80.99","80.77","79.52","79.57","76.74","77.45","75.01","75.96","70.67","75.77","84.20","80.83","87.36","71.67","79.52","2.35","2.60","-0.25","33.05","30.86","21.21","51.60","1.47","6.96","-12.56","91.00","4.05","3.82","-75.16","","0.00","1.53","7.10","","2022-09-21"
"XELPMOC","139.50","57534.00","39177.96","-0.36","-13.52","-20.24","-18.64","-63.63","146.17","145.86","158.74","155.45","162.73","159.79","169.03","164.83","168.97","170.06","174.80","187.57","257.97","235.42","183.71","141.75","162.73","-7.63","-4.60","-3.03","18.76","12.03","32.72","20.20","10.96","4.62","-158.65","167.71","7.30","7.50","-89.02","","0.00","0.00","-35.40","","2022-09-21"
"XPROINDIA","742.60","12063.00","21540.00","-0.86","-3.89","-1.74","2.09","145.46","752.66","754.34","765.87","763.06","763.58","765.55","769.96","769.43","780.42","772.75","770.50","772.63","763.74","703.75","816.78","710.37","763.58","-4.74","-2.56","-2.18","12.53","21.01","25.12","44.13","26.29","14.73","-70.47","869.83","36.95","35.66","-83.58","","0.00","2.52","-13.15","","2022-09-21"
